source_dataset,source_file,source_page,source_row_index,source_line_start,source_line_end,class_name,description_raw,raw_record_text
class,2p.txt,2,1,22,22,[대저택프라이빗]타로 명상 콘서트-타로 메세지가 선율이 되는 순간,"""타로가 건네는 메시지, 음악이 되는 순간"" 요가 수련을 하듯 내 마음을 가만히 들여다보고 싶은 날이 있죠. 나의 내면을 비추는 타로 한 장, 그 메시지를 즉석에서 피아노 선율과 비트박스 리듬으로 그려내는 감각적인 참여형 힐링 콘서트에 당신을 초대합니다. 정적인 명상 음악에 심장 박동을 닮은 비트박스가 더해져, 당신의 이야기는 더욱 생생하고 입체적인 음악이 됩니다. 연희동의 평온한 공간에서 오직 나만을 위해 흐르는 특별한 리듬을 경험해 보세요. [프로그램 구성] 마음 열기: 서범수 선생님과 타로 카드로 마주하는 나의 속마음 선율 입히기: 정수지 음악가의 섬세한 피아노로 감정 어루만지기 리듬 채우기: 비트박서 유동환의 리듬으로 내 안의 에너지 깨우기 👉 이런 분들께 추천합니다 타로 카드로 내 마음의 방향을 가볍게 점쳐보고 싶은 분 뻔한 명상 음악 대신, 새롭고 힙한 힐링을 경험하고 싶은 분 나의 이야기가 근사한 음악이 되는 특별한 순간을 소장하고 싶은 분 요가와 음악, 연희동의 정취를 사랑하는 모든 이웃 [공연 상세 안내] 📅 일시: 2026. 5. 5(화) 오후 5시 (15명 한정) 📍 장소: 바운드하우스 (연희동 108-6, 1층) 🧘 준비: 편안한 마음과 몸 (의자에 앉아 진행되니 가벼운 복장으로 오세요.) ⏰ 입장: 시작 10분 전부터 입장 가능합니다. 🚗 주차: 주차 불가 / 대중교통 이용을 권장합니다. ❗ 안내: 예약 취소 및 환불은 시작 24시간 전까지만 가능합니다. 👥 함께하는 사람들 [마음의 길잡이] 서범수 별자리와 타로를 우리 삶의 이야기로 따뜻하게 풀어내는 스토리텔러. [건반 위의 명상가] 정수지 지금 이 순간의 공기를 아름다운 피아노 선율로 기록하는 아티스트. [리듬 만드는 요가 원장] 유동환 요가 스튜디오 '빅블루' 원장이자 150만 뷰의 베테랑 비트박서.	","[대저택프라이빗]타로 명상 콘서트-타로 메세지가 선율이 되는 순간	""타로가 건네는 메시지, 음악이 되는 순간"" 요가 수련을 하듯 내 마음을 가만히 들여다보고 싶은 날이 있죠. 나의 내면을 비추는 타로 한 장, 그 메시지를 즉석에서 피아노 선율과 비트박스 리듬으로 그려내는 감각적인 참여형 힐링 콘서트에 당신을 초대합니다. 정적인 명상 음악에 심장 박동을 닮은 비트박스가 더해져, 당신의 이야기는 더욱 생생하고 입체적인 음악이 됩니다. 연희동의 평온한 공간에서 오직 나만을 위해 흐르는 특별한 리듬을 경험해 보세요. [프로그램 구성] 마음 열기: 서범수 선생님과 타로 카드로 마주하는 나의 속마음 선율 입히기: 정수지 음악가의 섬세한 피아노로 감정 어루만지기 리듬 채우기: 비트박서 유동환의 리듬으로 내 안의 에너지 깨우기 👉 이런 분들께 추천합니다 타로 카드로 내 마음의 방향을 가볍게 점쳐보고 싶은 분 뻔한 명상 음악 대신, 새롭고 힙한 힐링을 경험하고 싶은 분 나의 이야기가 근사한 음악이 되는 특별한 순간을 소장하고 싶은 분 요가와 음악, 연희동의 정취를 사랑하는 모든 이웃 [공연 상세 안내] 📅 일시: 2026. 5. 5(화) 오후 5시 (15명 한정) 📍 장소: 바운드하우스 (연희동 108-6, 1층) 🧘 준비: 편안한 마음과 몸 (의자에 앉아 진행되니 가벼운 복장으로 오세요.) ⏰ 입장: 시작 10분 전부터 입장 가능합니다. 🚗 주차: 주차 불가 / 대중교통 이용을 권장합니다. ❗ 안내: 예약 취소 및 환불은 시작 24시간 전까지만 가능합니다. 👥 함께하는 사람들 [마음의 길잡이] 서범수 별자리와 타로를 우리 삶의 이야기로 따뜻하게 풀어내는 스토리텔러. [건반 위의 명상가] 정수지 지금 이 순간의 공기를 아름다운 피아노 선율로 기록하는 아티스트. [리듬 만드는 요가 원장] 유동환 요가 스튜디오 '빅블루' 원장이자 150만 뷰의 베테랑 비트박서.	"
class,2p.txt,2,2,23,23,[대저택프라이빗]핸드팬 사운드스케이프 ‘일렁’ <Illung>,"소리에 머물며, 나의 리듬을 다시 찾는 시간 연희정음에서 진행되는 핸드팬 사운드스케이프 ‘일렁’입니다. 자연의 소리와 다양한 사운드 도구, 핸드팬의 하모닉스가 어우러져 편안하게 이완되는 사운드 속으로 안내합니다. 음악을 들으며 차를 마시고 호흡을 고르며, 생각이 아닌 감각으로 나의 상태를 천천히 살펴보는 시간을 가집니다. - 고요하지만 깊이 있는 휴식이 필요한 분 - 음악과 소리로 마음을 정리하고 싶은 분 - 핸드팬과 앰비언트 사운드를 좋아하는 분 📍 장소 서울특별시 서대문구 연희동 108-6/ 바운드하우스 ⏰ 입장 수업 10분 전부터 입장 가능합니다 (시작 후 입장이 제한될 수 있습니다) 🧘 준비물 개인매트 필수 / 편한 복장 / 물 🚗 주차 별도 주차 공간 없음 (대중교통 이용 권장) ❗ 안내 수업취소- 시작 시간 24시간 전까지 가능	","[대저택프라이빗]핸드팬 사운드스케이프 ‘일렁’ <Illung>	소리에 머물며, 나의 리듬을 다시 찾는 시간 연희정음에서 진행되는 핸드팬 사운드스케이프 ‘일렁’입니다. 자연의 소리와 다양한 사운드 도구, 핸드팬의 하모닉스가 어우러져 편안하게 이완되는 사운드 속으로 안내합니다. 음악을 들으며 차를 마시고 호흡을 고르며, 생각이 아닌 감각으로 나의 상태를 천천히 살펴보는 시간을 가집니다. - 고요하지만 깊이 있는 휴식이 필요한 분 - 음악과 소리로 마음을 정리하고 싶은 분 - 핸드팬과 앰비언트 사운드를 좋아하는 분 📍 장소 서울특별시 서대문구 연희동 108-6/ 바운드하우스 ⏰ 입장 수업 10분 전부터 입장 가능합니다 (시작 후 입장이 제한될 수 있습니다) 🧘 준비물 개인매트 필수 / 편한 복장 / 물 🚗 주차 별도 주차 공간 없음 (대중교통 이용 권장) ❗ 안내 수업취소- 시작 시간 24시간 전까지 가능	"
class,2p.txt,2,3,24,24,[데이스타콜라보|연희스페셜] 요기를 위한 저강도 크로스핏 체험,"요가를 더 잘하기 위한, 부담 없는 크로스핏 체험 데이스타 콜라보로 진행되는 저강도 크로스핏 클래스입니다. 요가에 필요한 코어와 안정성을 키우며, 기능적인 움직임을 익힙니다. 무리하지 않는 강도로 진행되어, 처음 접하는 분도 안전하게 참여할 수 있습니다. - 요가에 필요한 체력을 기르고 싶은 분 - 크로스핏을 가볍게 경험해보고 싶은 분 - 몸을 균형 있게 강화하고 싶은 분 장소 : 연희로 107-1 B1층 준비물 : 운동복, 텀블러, 실내 운동화, 갈아 입을 옷 (샤워가능) 수업취소- 시작 시간 24시간 전까지 가능	","[데이스타콜라보|연희스페셜] 요기를 위한 저강도 크로스핏 체험	요가를 더 잘하기 위한, 부담 없는 크로스핏 체험 데이스타 콜라보로 진행되는 저강도 크로스핏 클래스입니다. 요가에 필요한 코어와 안정성을 키우며, 기능적인 움직임을 익힙니다. 무리하지 않는 강도로 진행되어, 처음 접하는 분도 안전하게 참여할 수 있습니다. - 요가에 필요한 체력을 기르고 싶은 분 - 크로스핏을 가볍게 경험해보고 싶은 분 - 몸을 균형 있게 강화하고 싶은 분 장소 : 연희로 107-1 B1층 준비물 : 운동복, 텀블러, 실내 운동화, 갈아 입을 옷 (샤워가능) 수업취소- 시작 시간 24시간 전까지 가능	"
class,2p.txt,2,4,25,25,[마이트리] 빈야사,"호흡과 흐름이 하나로 이어지는, 마이트리 빈야사 마이트리에서 진행되는 기본 빈야사 클래스입니다. 호흡에 맞춰 동작을 자연스럽게 이어가며, 몸과 마음의 흐름을 만듭니다. 과하지 않지만 충분히 몰입할 수 있는 리듬 속에서, 안정감과 에너지를 함께 느낍니다. - 빈야사를 처음 경험해보고 싶은 분 - 호흡과 흐름을 연결하고 싶은 분 - 가볍게 땀 흘리며 리프레시하고 싶은 분 📍 장소 서울 서대문구 연희로 85 5층 ⏰ 입장 수업 10분 전부터 입장 가능합니다 (시작 후 입장이 제한될 수 있습니다) 🧘 준비물 공용매트 30개 사용 가능(원하는 분은 개인매트 지참) / 편한 복장 / 텀블러 🚗 시설 안내 남녀 탈의실 , 샤워가능 , 주차가능 ❗ 안내 수업취소- 시작 시간 24시간 전까지 가능	","[마이트리] 빈야사	호흡과 흐름이 하나로 이어지는, 마이트리 빈야사 마이트리에서 진행되는 기본 빈야사 클래스입니다. 호흡에 맞춰 동작을 자연스럽게 이어가며, 몸과 마음의 흐름을 만듭니다. 과하지 않지만 충분히 몰입할 수 있는 리듬 속에서, 안정감과 에너지를 함께 느낍니다. - 빈야사를 처음 경험해보고 싶은 분 - 호흡과 흐름을 연결하고 싶은 분 - 가볍게 땀 흘리며 리프레시하고 싶은 분 📍 장소 서울 서대문구 연희로 85 5층 ⏰ 입장 수업 10분 전부터 입장 가능합니다 (시작 후 입장이 제한될 수 있습니다) 🧘 준비물 공용매트 30개 사용 가능(원하는 분은 개인매트 지참) / 편한 복장 / 텀블러 🚗 시설 안내 남녀 탈의실 , 샤워가능 , 주차가능 ❗ 안내 수업취소- 시작 시간 24시간 전까지 가능	"
class,2p.txt,2,5,26,26,[마이트리] 빈야사 어드밴스,"한계를 넘어서, 흐름 속에서 나를 확장하는 어드밴스 빈야사 마이트리에서 진행되는 어드밴스 빈야사 클래스입니다. 호흡과 흐름을 기반으로 더 깊은 아사나와 도전적인 연결을 경험합니다. 유연성, 힘, 균형을 통합하며, 집중도 높은 수련 속에서 몸의 한계를 확장합니다. - 빈야사 경험이 있고 더 깊이 수련하고 싶은 분 - 도전적인 동작과 흐름을 즐기는 분 - 강도 있는 수련으로 몰입하고 싶은 분 📍 장소 서울 서대문구 연희로 85 5층 ⏰ 입장 수업 10분 전부터 입장 가능합니다 (시작 후 입장이 제한될 수 있습니다) 🧘 준비물 공용매트 30개 사용 가능(원하는 분은 개인매트 지참) / 편한 복장 / 텀블러 🚗 시설 안내 남녀 탈의실 , 샤워가능 , 주차가능 ❗ 안내 수업취소- 시작 시간 24시간 전까지 가능	","[마이트리] 빈야사 어드밴스	한계를 넘어서, 흐름 속에서 나를 확장하는 어드밴스 빈야사 마이트리에서 진행되는 어드밴스 빈야사 클래스입니다. 호흡과 흐름을 기반으로 더 깊은 아사나와 도전적인 연결을 경험합니다. 유연성, 힘, 균형을 통합하며, 집중도 높은 수련 속에서 몸의 한계를 확장합니다. - 빈야사 경험이 있고 더 깊이 수련하고 싶은 분 - 도전적인 동작과 흐름을 즐기는 분 - 강도 있는 수련으로 몰입하고 싶은 분 📍 장소 서울 서대문구 연희로 85 5층 ⏰ 입장 수업 10분 전부터 입장 가능합니다 (시작 후 입장이 제한될 수 있습니다) 🧘 준비물 공용매트 30개 사용 가능(원하는 분은 개인매트 지참) / 편한 복장 / 텀블러 🚗 시설 안내 남녀 탈의실 , 샤워가능 , 주차가능 ❗ 안내 수업취소- 시작 시간 24시간 전까지 가능	"
class,2p.txt,2,6,27,27,[마이트리] 빈야사 AD,"▪ 빈야사 AD (금) / 준아 • 수업 내용 호흡과 움직임을 연결하여 흐름 있게 이어가는 빈야사 수업입니다. AD(Advanced)의 구성으로, 보다 난이도 있는 시퀀스와 도전적인 아사나가 포함됩니다. • 난이도 / 대상자 ✔ 6개월 이상 수련자 ✔ 빈야사 흐름에 익숙하고 기본 체력이 갖춰진 분 ✔ 난이도 있는 동작에 도전하고 싶은 중급이상 수련자 📍 장소 서울 서대문구 연희로 85 5층 ⏰ 입장 수업 10분 전부터 입장 가능합니다 (시작 후 입장이 제한될 수 있습니다) 🧘 준비물 공용매트 30개 사용 가능(원하는 분은 개인매트 지참) / 편한 복장 / 텀블러 🚗 시설 안내 남녀 탈의실 , 샤워가능 , 주차가능 ❗ 안내 수업취소- 시작 시간 24시간 전까지 가능 ▪ 공간 이용 시 유의사항 수업 시작 5~10분 전 도착 부탁드립니다. 수업 중 휴대폰은 무음으로 부탁드립니다	","[마이트리] 빈야사 AD	▪ 빈야사 AD (금) / 준아 • 수업 내용 호흡과 움직임을 연결하여 흐름 있게 이어가는 빈야사 수업입니다. AD(Advanced)의 구성으로, 보다 난이도 있는 시퀀스와 도전적인 아사나가 포함됩니다. • 난이도 / 대상자 ✔ 6개월 이상 수련자 ✔ 빈야사 흐름에 익숙하고 기본 체력이 갖춰진 분 ✔ 난이도 있는 동작에 도전하고 싶은 중급이상 수련자 📍 장소 서울 서대문구 연희로 85 5층 ⏰ 입장 수업 10분 전부터 입장 가능합니다 (시작 후 입장이 제한될 수 있습니다) 🧘 준비물 공용매트 30개 사용 가능(원하는 분은 개인매트 지참) / 편한 복장 / 텀블러 🚗 시설 안내 남녀 탈의실 , 샤워가능 , 주차가능 ❗ 안내 수업취소- 시작 시간 24시간 전까지 가능 ▪ 공간 이용 시 유의사항 수업 시작 5~10분 전 도착 부탁드립니다. 수업 중 휴대폰은 무음으로 부탁드립니다	"
class,2p.txt,2,7,28,28,[마이트리] 아쉬탕가,"정해진 흐름 속에서, 나를 단단하게 만들어가는 아쉬탕가 마이트리에서 진행되는 아쉬탕가 클래스입니다. 호흡과 동작을 일정한 시퀀스로 연결하며, 몸의 정렬과 집중을 함께 다집니다. 반복되는 흐름 속에서 안정감과 깊이를 쌓아가는 수련입니다. - 기본을 탄탄하게 만들고 싶은 분 - 집중도 높은 수련을 원하는 분 - 꾸준히 나를 단련하고 싶은 분 📍 장소 서울 서대문구 연희로 85 5층 ⏰ 입장 수업 10분 전부터 입장 가능합니다 (시작 후 입장이 제한될 수 있습니다) 🧘 준비물 공용매트 30개 사용 가능(원하는 분은 개인매트 지참) / 편한 복장 / 텀블러 🚗 시설 안내 남녀 탈의실 , 샤워가능 , 주차가능 ❗ 안내 수업취소- 시작 시간 24시간 전까지 가능	","[마이트리] 아쉬탕가	정해진 흐름 속에서, 나를 단단하게 만들어가는 아쉬탕가 마이트리에서 진행되는 아쉬탕가 클래스입니다. 호흡과 동작을 일정한 시퀀스로 연결하며, 몸의 정렬과 집중을 함께 다집니다. 반복되는 흐름 속에서 안정감과 깊이를 쌓아가는 수련입니다. - 기본을 탄탄하게 만들고 싶은 분 - 집중도 높은 수련을 원하는 분 - 꾸준히 나를 단련하고 싶은 분 📍 장소 서울 서대문구 연희로 85 5층 ⏰ 입장 수업 10분 전부터 입장 가능합니다 (시작 후 입장이 제한될 수 있습니다) 🧘 준비물 공용매트 30개 사용 가능(원하는 분은 개인매트 지참) / 편한 복장 / 텀블러 🚗 시설 안내 남녀 탈의실 , 샤워가능 , 주차가능 ❗ 안내 수업취소- 시작 시간 24시간 전까지 가능	"
class,2p.txt,2,8,29,29,[마이트리] 얼라인 요가,"정렬을 바로잡고, 몸을 더 안전하고 정확하게 쓰는 요가 마이트리에서 진행되는 얼라인 요가 클래스입니다. 각 동작의 정렬과 힘의 방향을 세밀하게 살피며, 몸을 안전하고 효율적으로 사용하는 방법을 익혀갑니다. 기초부터 차근차근 다지며, 안정감 있는 움직임을 만들어갑니다. - 자세와 정렬을 정확하게 배우고 싶은 분 - 부상 없이 안전하게 운동하고 싶은 분 - 몸의 사용법을 제대로 이해하고 싶은 분 📍 장소 서울 서대문구 연희로 85 5층 ⏰ 입장 수업 10분 전부터 입장 가능합니다 (시작 후 입장이 제한될 수 있습니다) 🧘 준비물 공용매트 30개 사용 가능(원하는 분은 개인매트 지참) / 편한 복장 / 텀블러 🚗 시설 안내 남녀 탈의실 , 샤워가능 , 주차가능 ❗ 안내 수업취소- 시작 시간 24시간 전까지 가능	","[마이트리] 얼라인 요가	정렬을 바로잡고, 몸을 더 안전하고 정확하게 쓰는 요가 마이트리에서 진행되는 얼라인 요가 클래스입니다. 각 동작의 정렬과 힘의 방향을 세밀하게 살피며, 몸을 안전하고 효율적으로 사용하는 방법을 익혀갑니다. 기초부터 차근차근 다지며, 안정감 있는 움직임을 만들어갑니다. - 자세와 정렬을 정확하게 배우고 싶은 분 - 부상 없이 안전하게 운동하고 싶은 분 - 몸의 사용법을 제대로 이해하고 싶은 분 📍 장소 서울 서대문구 연희로 85 5층 ⏰ 입장 수업 10분 전부터 입장 가능합니다 (시작 후 입장이 제한될 수 있습니다) 🧘 준비물 공용매트 30개 사용 가능(원하는 분은 개인매트 지참) / 편한 복장 / 텀블러 🚗 시설 안내 남녀 탈의실 , 샤워가능 , 주차가능 ❗ 안내 수업취소- 시작 시간 24시간 전까지 가능	"
class,2p.txt,2,9,30,30,[마이트리] 테라피,"몸의 불편함을 풀고, 균형을 회복하는 테라피 요가 마이트리에서 진행되는 테라피 요가 클래스입니다. 개인의 몸 상태에 맞춰 긴장을 완화하고, 불균형을 조절하며 통증의 원인을 이해하고 부드럽게 회복으로 이어갑니다. 무리하지 않는 움직임으로 몸과 마음을 함께 안정시킵니다. - 통증이나 불편함을 완화하고 싶은 분 - 몸의 균형을 회복하고 싶은 분 - 안전하고 부드러운 요가를 원하는 분 📍 장소 서울 서대문구 연희로 85 5층 ⏰ 입장 수업 10분 전부터 입장 가능합니다 (시작 후 입장이 제한될 수 있습니다) 🧘 준비물 공용매트 30개 사용 가능(원하는 분은 개인매트 지참) / 편한 복장 / 텀블러 🚗 시설 안내 남녀 탈의실 , 샤워가능 , 주차가능 ❗ 안내 수업취소- 시작 시간 24시간 전까지 가능	","[마이트리] 테라피	몸의 불편함을 풀고, 균형을 회복하는 테라피 요가 마이트리에서 진행되는 테라피 요가 클래스입니다. 개인의 몸 상태에 맞춰 긴장을 완화하고, 불균형을 조절하며 통증의 원인을 이해하고 부드럽게 회복으로 이어갑니다. 무리하지 않는 움직임으로 몸과 마음을 함께 안정시킵니다. - 통증이나 불편함을 완화하고 싶은 분 - 몸의 균형을 회복하고 싶은 분 - 안전하고 부드러운 요가를 원하는 분 📍 장소 서울 서대문구 연희로 85 5층 ⏰ 입장 수업 10분 전부터 입장 가능합니다 (시작 후 입장이 제한될 수 있습니다) 🧘 준비물 공용매트 30개 사용 가능(원하는 분은 개인매트 지참) / 편한 복장 / 텀블러 🚗 시설 안내 남녀 탈의실 , 샤워가능 , 주차가능 ❗ 안내 수업취소- 시작 시간 24시간 전까지 가능	"
class,2p.txt,2,10,31,31,[마이트리] 하타,"기본에 머물며, 몸과 호흡을 차분히 쌓아가는 하타요가 마이트리에서 진행되는 하타요가 클래스입니다. 호흡에 맞춰 기본 아사나를 하나씩 익히며, 몸의 감각과 정렬을 안정적으로 다져갑니다. 빠르지 않게, 차분한 흐름 속에서 집중과 균형을 만들어갑니다. - 요가를 처음 시작하는 분 - 기초를 탄탄하게 다지고 싶은 분 - 편안하게 호흡과 움직임에 집중하고 싶은 분 📍 장소 서울 서대문구 연희로 85 5층 ⏰ 입장 수업 10분 전부터 입장 가능합니다 (시작 후 입장이 제한될 수 있습니다) 🧘 준비물 공용매트 30개 사용 가능(원하는 분은 개인매트 지참) / 편한 복장 / 텀블러 🚗 시설 안내 남녀 탈의실 , 샤워가능 , 주차가능 ❗ 안내 수업취소- 시작 시간 24시간 전까지 가능	","[마이트리] 하타	기본에 머물며, 몸과 호흡을 차분히 쌓아가는 하타요가 마이트리에서 진행되는 하타요가 클래스입니다. 호흡에 맞춰 기본 아사나를 하나씩 익히며, 몸의 감각과 정렬을 안정적으로 다져갑니다. 빠르지 않게, 차분한 흐름 속에서 집중과 균형을 만들어갑니다. - 요가를 처음 시작하는 분 - 기초를 탄탄하게 다지고 싶은 분 - 편안하게 호흡과 움직임에 집중하고 싶은 분 📍 장소 서울 서대문구 연희로 85 5층 ⏰ 입장 수업 10분 전부터 입장 가능합니다 (시작 후 입장이 제한될 수 있습니다) 🧘 준비물 공용매트 30개 사용 가능(원하는 분은 개인매트 지참) / 편한 복장 / 텀블러 🚗 시설 안내 남녀 탈의실 , 샤워가능 , 주차가능 ❗ 안내 수업취소- 시작 시간 24시간 전까지 가능	"
class,3p.txt,3,1,22,22,[마이트리] 하타 집중,"▪ 하타 집중 (수) / 지바나 • 수업 내용 호흡과 감각에 집중하며 각 동작을 깊이 있게 경험하는 하타 수업 • 난이도 / 대상자 ✔ 요가 수련 6개월 이상 ✔️ 머리서기 가능자 📍 장소 서울 서대문구 연희로 85 5층 ⏰ 입장 수업 10분 전부터 입장 가능합니다 (시작 후 입장이 제한될 수 있습니다) 🧘 준비물 공용매트 30개 사용 가능(원하는 분은 개인매트 지참) / 편한 복장 / 텀블러 🚗 시설 안내 남녀 탈의실 , 샤워가능 , 주차가능 ❗ 안내 수업취소- 시작 시간 24시간 전까지 가능 ▪ 공간 이용 시 유의사항 수업 시작 5~10분 전 도착 부탁드립니다. 수업 중 휴대폰은 무음으로 부탁드립니다	","[마이트리] 하타 집중	▪ 하타 집중 (수) / 지바나 • 수업 내용 호흡과 감각에 집중하며 각 동작을 깊이 있게 경험하는 하타 수업 • 난이도 / 대상자 ✔ 요가 수련 6개월 이상 ✔️ 머리서기 가능자 📍 장소 서울 서대문구 연희로 85 5층 ⏰ 입장 수업 10분 전부터 입장 가능합니다 (시작 후 입장이 제한될 수 있습니다) 🧘 준비물 공용매트 30개 사용 가능(원하는 분은 개인매트 지참) / 편한 복장 / 텀블러 🚗 시설 안내 남녀 탈의실 , 샤워가능 , 주차가능 ❗ 안내 수업취소- 시작 시간 24시간 전까지 가능 ▪ 공간 이용 시 유의사항 수업 시작 5~10분 전 도착 부탁드립니다. 수업 중 휴대폰은 무음으로 부탁드립니다	"
class,3p.txt,3,2,23,23,[마이트리] 하타베이직,"처음이라도 괜찮은, 가장 기초부터 시작하는 하타요가 마이트리에서 진행되는 하타 베이직 클래스입니다. 호흡과 함께 기본 아사나를 천천히 익히며, 몸의 감각과 움직임을 하나씩 알아가는 시간입니다. 무리 없이 따라갈 수 있는 속도로, 안정적인 시작을 돕습니다. - 요가가 처음인 분 - 기초를 차근차근 배우고 싶은 분 - 부담 없이 편안하게 시작하고 싶은 분 📍 장소 서울 서대문구 연희로 85 5층 ⏰ 입장 수업 10분 전부터 입장 가능합니다 (시작 후 입장이 제한될 수 있습니다) 🧘 준비물 공용매트 30개 사용 가능(원하는 분은 개인매트 지참) / 편한 복장 / 텀블러 🚗 시설 안내 남녀 탈의실 , 샤워가능 , 주차가능 ❗ 안내 수업취소- 시작 시간 24시간 전까지 가능	","[마이트리] 하타베이직	처음이라도 괜찮은, 가장 기초부터 시작하는 하타요가 마이트리에서 진행되는 하타 베이직 클래스입니다. 호흡과 함께 기본 아사나를 천천히 익히며, 몸의 감각과 움직임을 하나씩 알아가는 시간입니다. 무리 없이 따라갈 수 있는 속도로, 안정적인 시작을 돕습니다. - 요가가 처음인 분 - 기초를 차근차근 배우고 싶은 분 - 부담 없이 편안하게 시작하고 싶은 분 📍 장소 서울 서대문구 연희로 85 5층 ⏰ 입장 수업 10분 전부터 입장 가능합니다 (시작 후 입장이 제한될 수 있습니다) 🧘 준비물 공용매트 30개 사용 가능(원하는 분은 개인매트 지참) / 편한 복장 / 텀블러 🚗 시설 안내 남녀 탈의실 , 샤워가능 , 주차가능 ❗ 안내 수업취소- 시작 시간 24시간 전까지 가능	"
